response,run_id
3.641123056411743,1.0
3.6197900772094727,1.0
3.612239122390747,1.0
3.623677968978882,1.0
3.6266520023345947,1.0
3.640634775161743,1.0
3.65869402885437,1.0
3.632956027984619,1.0
3.6429848670959473,1.0
3.656255006790161,1.0
3.527326822280884,2.0
3.529934883117676,2.0
3.529046058654785,2.0
3.5338289737701416,2.0
3.529431104660034,2.0
3.5299270153045654,2.0
3.533169984817505,2.0
3.5315449237823486,2.0
3.532073974609375,2.0
3.5349481105804443,2.0
0.6671938896179199,3.0
0.6490011215209961,3.0
0.650935173034668,3.0
0.6640589237213135,3.0
0.6366469860076904,3.0
0.6338732242584229,3.0
0.6424160003662109,3.0
0.6259880065917969,3.0
0.6197390556335449,3.0
0.6242959499359131,3.0
4.983767032623291,4.0
4.933894872665405,4.0
4.932528972625732,4.0
4.932236909866333,4.0
4.9365270137786865,4.0
4.931488037109375,4.0
4.935783863067627,4.0
4.9348978996276855,4.0
4.936384916305542,4.0
4.935405015945435,4.0
0.7345478534698486,5.0
0.8119809627532959,5.0
0.6883330345153809,5.0
0.7948949337005615,5.0
0.6504659652709961,5.0
0.6674158573150635,5.0
0.6451690196990967,5.0
0.6630380153656006,5.0
0.6386559009552002,5.0
0.6582670211791992,5.0
3.553981065750122,6.0
3.5087108612060547,6.0
3.5307838916778564,6.0
3.534142017364502,6.0
3.5287070274353027,6.0
3.5307810306549072,6.0
3.5337419509887695,6.0
3.5292792320251465,6.0
3.5328168869018555,6.0
3.5302441120147705,6.0
3.6973490715026855,7.0
3.6896560192108154,7.0
3.6990058422088623,7.0
3.6956751346588135,7.0
3.6947989463806152,7.0
3.6976850032806396,7.0
3.7259268760681152,7.0
3.719247817993164,7.0
3.7146968841552734,7.0
3.726891040802002,7.0
0.7447988986968994,8.0
0.7334818840026855,8.0
0.7200450897216797,8.0
0.7291038036346436,8.0
0.7405850887298584,8.0
0.7063100337982178,8.0
0.7162089347839355,8.0
0.6859610080718994,8.0
0.6681838035583496,8.0
0.6698720455169678,8.0
0.6787769794464111,9.0
0.6581048965454102,9.0
0.6536040306091309,9.0
0.6698808670043945,9.0
0.639369010925293,9.0
0.7674288749694824,9.0
0.6536769866943359,9.0
0.6549468040466309,9.0
0.6252779960632324,9.0
0.629971981048584,9.0
0.6444032192230225,10.0
0.6098508834838867,10.0
0.6102859973907471,10.0
0.7145500183105469,10.0
0.6254820823669434,10.0
0.7128548622131348,10.0
0.6006829738616943,10.0
0.7008509635925293,10.0
0.7048969268798828,10.0
0.598992109298706,10.0
0.615354061126709,11.0
0.6174609661102295,11.0
0.5923910140991211,11.0
0.6092269420623779,11.0
0.5901999473571777,11.0
0.609112024307251,11.0
0.5867550373077393,11.0
0.5862348079681396,11.0
0.6799428462982178,11.0
0.5888400077819824,11.0
28.199849128723145,12.0
28.148725032806396,12.0
28.151739835739136,12.0
28.14740800857544,12.0
28.150887966156006,12.0
28.1475830078125,12.0
28.14854598045349,12.0
28.15126395225525,12.0
28.1487238407135,12.0
28.143172025680542,12.0
3.5116119384765625,13.0
3.5081310272216797,13.0
3.5228090286254883,13.0
3.508619785308838,13.0
3.524841785430908,13.0
3.5298080444335938,13.0
3.5357789993286133,13.0
3.522451877593994,13.0
3.534142017364502,13.0
3.504244089126587,13.0
3.527222156524658,14.0
3.529806137084961,14.0
3.5320708751678467,14.0
3.530125141143799,14.0
3.5296318531036377,14.0
3.5423998832702637,14.0
3.52773380279541,14.0
3.5370640754699707,14.0
3.525097131729126,14.0
3.531334161758423,14.0
0.7618510723114014,15.0
0.7466938495635986,15.0
0.8925318717956543,15.0
0.7420060634613037,15.0
0.8556568622589111,15.0
0.6922099590301514,15.0
0.8499391078948975,15.0
0.8277828693389893,15.0
0.681164026260376,15.0
0.6572079658508301,15.0
0.6663398742675781,16.0
0.7728688716888428,16.0
0.6589150428771973,16.0
0.660567045211792,16.0
0.6297039985656738,16.0
0.6300699710845947,16.0
0.6270360946655273,16.0
0.6266708374023438,16.0
0.6201660633087158,16.0
0.7427668571472168,16.0
4.132951974868774,17.0
4.085411071777344,17.0
4.086495876312256,17.0
4.085429906845093,17.0
4.085513114929199,17.0
4.117249011993408,17.0
4.160290002822876,17.0
4.196256875991821,17.0
4.189755201339722,17.0
4.18818998336792,17.0
3.5188608169555664,18.0
3.532853126525879,18.0
3.5298681259155273,18.0
3.5316250324249268,18.0
3.5436720848083496,18.0
3.584639072418213,18.0
3.5788187980651855,18.0
3.5895559787750244,18.0
3.6710119247436523,18.0
3.669340133666992,18.0
0.7491910457611084,19.0
0.7366280555725098,19.0
0.893974781036377,19.0
0.8754560947418213,19.0
0.7137069702148438,19.0
0.7217540740966797,19.0
0.7246019840240479,19.0
0.6705379486083984,19.0
0.8277699947357178,19.0
0.6665201187133789,19.0
0.699131965637207,20.0
0.6456348896026611,20.0
0.6729788780212402,20.0
0.6550748348236084,20.0
0.6640219688415527,20.0
0.6354529857635498,20.0
0.6385881900787354,20.0
0.6332879066467285,20.0
0.6578490734100342,20.0
0.6304209232330322,20.0
3.550363063812256,21.0
3.531343936920166,21.0
3.5321578979492188,21.0
3.531714916229248,21.0
3.529522180557251,21.0
3.533766984939575,21.0
3.5292410850524902,21.0
3.53310489654541,21.0
3.562659978866577,21.0
3.5977818965911865,21.0
5.664968013763428,22.0
5.659233093261719,22.0
5.69066596031189,22.0
5.727956056594849,22.0
5.752996921539307,22.0
5.737657070159912,22.0
5.789567947387695,22.0
5.802634954452515,22.0
5.794835090637207,22.0
5.7965099811553955,22.0
0.8037002086639404,23.0
0.7841649055480957,23.0
0.7125279903411865,23.0
0.8871989250183105,23.0
0.6942698955535889,23.0
0.8604238033294678,23.0
0.7154140472412109,23.0
0.6810519695281982,23.0
0.6793429851531982,23.0
0.7060749530792236,23.0
0.704110860824585,24.0
0.6812000274658203,24.0
0.6406500339508057,24.0
0.6707701683044434,24.0
0.6645779609680176,24.0
0.6674649715423584,24.0
0.7747859954833984,24.0
0.6256518363952637,24.0
0.7498519420623779,24.0
0.6484940052032471,24.0
3.5607988834381104,25.0
3.5085971355438232,25.0
3.5335941314697266,25.0
3.52490496635437,25.0
3.528571844100952,25.0
3.5072638988494873,25.0
