response,run_id
1.5645380020141602,1.0
1.533912181854248,1.0
1.5238170623779297,1.0
1.5090229511260986,1.0
1.5171589851379395,1.0
1.5460891723632812,1.0
1.5390088558197021,1.0
1.4975669384002686,1.0
1.5263400077819824,1.0
1.507032871246338,1.0
1.5103161334991455,2.0
1.5387568473815918,2.0
1.5231430530548096,2.0
1.5232839584350586,2.0
1.5355780124664307,2.0
1.5182421207427979,2.0
1.5389060974121094,2.0
1.5243229866027832,2.0
1.5504281520843506,2.0
1.5085029602050781,2.0
1.3212881088256836,3.0
1.3000600337982178,3.0
1.3213140964508057,3.0
1.321652889251709,3.0
1.3342671394348145,3.0
1.3173019886016846,3.0
1.3350238800048828,3.0
1.3293888568878174,3.0
1.2974519729614258,3.0
1.3105549812316895,3.0
1.3429570198059082,4.0
1.3066389560699463,4.0
1.3093860149383545,4.0
1.3238508701324463,4.0
1.3373630046844482,4.0
1.3181061744689941,4.0
1.315683126449585,4.0
1.3309030532836914,4.0
1.3030710220336914,4.0
1.3165640830993652,4.0
1.342749834060669,5.0
1.320134162902832,5.0
1.3221800327301025,5.0
1.32659912109375,5.0
1.3281331062316895,5.0
1.3289849758148193,5.0
1.3450589179992676,5.0
1.317492961883545,5.0
1.3416781425476074,5.0
1.3239469528198242,5.0
1.2926859855651855,6.0
1.307873010635376,6.0
1.337419033050537,6.0
1.328691005706787,6.0
1.3088610172271729,6.0
1.311574935913086,6.0
1.32930588722229,6.0
1.343106985092163,6.0
1.3370580673217773,6.0
1.3156018257141113,6.0
1.3661389350891113,7.0
1.2944118976593018,7.0
1.347114086151123,7.0
1.3128600120544434,7.0
1.3152780532836914,7.0
1.314763069152832,7.0
1.3012640476226807,7.0
1.3059940338134766,7.0
1.3300540447235107,7.0
1.3357250690460205,7.0
1.5065810680389404,8.0
1.5378611087799072,8.0
1.5252230167388916,8.0
1.5213611125946045,8.0
1.5414879322052002,8.0
1.5271201133728027,8.0
1.527001142501831,8.0
1.5345220565795898,8.0
1.5391349792480469,8.0
1.5276989936828613,8.0
1.5237700939178467,9.0
1.5078039169311523,9.0
1.5538628101348877,9.0
1.5298731327056885,9.0
1.544734001159668,9.0
1.5193440914154053,9.0
1.5365850925445557,9.0
1.5259778499603271,9.0
1.5107600688934326,9.0
1.5529279708862305,9.0
1.330409049987793,10.0
1.3228659629821777,10.0
1.3550541400909424,10.0
1.3324248790740967,10.0
1.3316149711608887,10.0
1.3415391445159912,10.0
1.3321189880371094,10.0
1.3463780879974365,10.0
1.3135907649993896,10.0
1.3203010559082031,10.0
1.256253957748413,11.0
1.2553200721740723,11.0
1.2250208854675293,11.0
1.2392330169677734,11.0
1.2752959728240967,11.0
1.2955732345581055,11.0
1.2410180568695068,11.0
1.2388591766357422,11.0
1.2410330772399902,11.0
1.2795510292053223,11.0
1.2514488697052002,12.0
1.2511920928955078,12.0
1.26517915725708,12.0
1.2795979976654053,12.0
1.2744319438934326,12.0
1.2734649181365967,12.0
1.2410218715667725,12.0
1.2446918487548828,12.0
1.2584319114685059,12.0
1.2839899063110352,12.0
1.3252480030059814,13.0
1.322549819946289,13.0
1.3272528648376465,13.0
1.3196680545806885,13.0
1.314413070678711,13.0
1.3290200233459473,13.0
1.307668924331665,13.0
1.3206851482391357,13.0
1.3352420330047607,13.0
1.3288099765777588,13.0
1.2586290836334229,14.0
